Story ID;Requirement ID;Epic;Acteur;Titre;User story;Priorité;Release;Estimation;Statut;Critère d’acceptation;Impact sécurité
US-GRP-005;GRP-005;Groupements professionnels;Référent de groupement;Gérer les commissions, membres, mandats et documents;En tant que référent de groupement, je veux gérer les commissions, membres, mandats et documents. afin de sécuriser et fluidifier le processus groupements professionnels.;Should;R2 - Déploiement élargi;5;À affiner;L’historique des compositions est conservé.;Standard
US-GRP-006;GRP-006;Groupements professionnels;Référent de groupement;Produire des tableaux de bord sectoriels;En tant que référent de groupement, je veux produire des tableaux de bord sectoriels. afin de sécuriser et fluidifier le processus groupements professionnels.;Must;R2 - Déploiement élargi;8;À affiner;Encaissements, adhésions, retard et engagement par groupement.;Standard
US-PRI-001;PRI-001;Primes et partage de revenus;Commission de vérification;Associer chaque encaissement à une catégorie de mobilisation;En tant que commission de vérification, je veux associer chaque encaissement à une catégorie de mobilisation. afin de sécuriser et fluidifier le processus primes et partage de revenus.;Must;R2 - Déploiement élargi;8;À affiner;La catégorie est déterminée par règle et peut être corrigée avec validation.;Élevé
US-PRI-002;PRI-002;Primes et partage de revenus;Commission de vérification;Calculer automatiquement la prime selon taux, base et plafonds;En tant que commission de vérification, je veux calculer automatiquement la prime selon taux, base et plafonds. afin de sécuriser et fluidifier le processus primes et partage de revenus.;Must;R2 - Déploiement élargi;8;À affiner;Le détail de calcul est explicable et exportable.;Élevé
US-PRI-003;PRI-003;Primes et partage de revenus;Commission de vérification;Gérer contestations, corrections et rétrocessions;En tant que commission de vérification, je veux gérer contestations, corrections et rétrocessions. afin de sécuriser et fluidifier le processus primes et partage de revenus.;Must;R2 - Déploiement élargi;8;À affiner;"Aucune suppression; les ajustements sont tracés.";Élevé
US-PRI-004;PRI-004;Primes et partage de revenus;Commission de vérification;Produire un état mensuel soumis à commission de vérification;En tant que commission de vérification, je veux produire un état mensuel soumis à commission de vérification. afin de sécuriser et fluidifier le processus primes et partage de revenus.;Must;R2 - Déploiement élargi;8;À affiner;État par agent, catégorie, membre, encaissement et montant.;Élevé
US-PRI-005;PRI-005;Primes et partage de revenus;Commission de vérification;Valider puis figer la période de prime;En tant que commission de vérification, je veux valider puis figer la période de prime. afin de sécuriser et fluidifier le processus primes et partage de revenus.;Must;R2 - Déploiement élargi;8;À affiner;Une période clôturée ne change que par réouverture autorisée.;Élevé
US-PRI-006;PRI-006;Primes et partage de revenus;Commission de vérification;Calculer la rémunération du prestataire sur encaissements éligibles;En tant que commission de vérification, je veux calculer la rémunération du prestataire sur encaissements éligibles. afin de sécuriser et fluidifier le processus primes et partage de revenus.;Must;R2 - Déploiement élargi;8;À affiner;Les cotisants maintenus sur l’ancien système sont exclus.;Élevé
US-PRI-007;PRI-007;Primes et partage de revenus;Commission de vérification;Comparer encaissement brut, frais canal, prime et net CNPM;En tant que commission de vérification, je veux comparer encaissement brut, frais canal, prime et net CNPM. afin de sécuriser et fluidifier le processus primes et partage de revenus.;Should;R2 - Déploiement élargi;5;À affiner;Le rapport de réconciliation détaille chaque composante.;Élevé
US-GED-001;GED-001;Gestion électronique des documents;Utilisateur habilité;Stocker les documents avec type, version, date, auteur et confidentialité;En tant que utilisateur habilité, je veux stocker les documents avec type, version, date, auteur et confidentialité. afin de sécuriser et fluidifier le processus gestion électronique des documents.;Must;R2 - Déploiement élargi;8;À affiner;Chaque document est rattaché à un objet métier et historisé.;Standard
US-GED-002;GED-002;Gestion électronique des documents;Utilisateur habilité;Analyser les fichiers par antivirus et contrôler extensions/tailles;En tant que utilisateur habilité, je veux analyser les fichiers par antivirus et contrôler extensions/tailles. afin de sécuriser et fluidifier le processus gestion électronique des documents.;Must;R2 - Déploiement élargi;8;À affiner;Un fichier dangereux est bloqué et l’incident journalisé.;Standard
US-GED-003;GED-003;Gestion électronique des documents;Utilisateur habilité;Gérer expiration des pièces et alertes de renouvellement;En tant que utilisateur habilité, je veux gérer expiration des pièces et alertes de renouvellement. afin de sécuriser et fluidifier le processus gestion électronique des documents.;Must;R2 - Déploiement élargi;8;À affiner;Le membre et le gestionnaire sont alertés avant échéance.;Standard
US-GED-004;GED-004;Gestion électronique des documents;Utilisateur habilité;Appliquer des durées de conservation et gel légal;En tant que utilisateur habilité, je veux appliquer des durées de conservation et gel légal. afin de sécuriser et fluidifier le processus gestion électronique des documents.;Should;R2 - Déploiement élargi;5;À affiner;La suppression respecte la politique et les litiges en cours.;Standard
US-GED-005;GED-005;Gestion électronique des documents;Utilisateur habilité;Rechercher par métadonnées et contenu OCR;En tant que utilisateur habilité, je veux rechercher par métadonnées et contenu OCR. afin de sécuriser et fluidifier le processus gestion électronique des documents.;Could;R3 - Innovation;3;À affiner;Les scans lisibles deviennent interrogeables.;Standard
US-GED-006;GED-006;Gestion électronique des documents;Utilisateur habilité;Générer les documents depuis des modèles approuvés;En tant que utilisateur habilité, je veux générer les documents depuis des modèles approuvés. afin de sécuriser et fluidifier le processus gestion électronique des documents.;Must;R2 - Déploiement élargi;8;À affiner;Les données fusionnées sont contrôlées et le modèle versionné.;Standard
US-EVT-001;EVT-001;Événements et formations;Responsable événements;Créer événements, sessions, capacités, lieux et publics cibles;En tant que responsable événements, je veux créer événements, sessions, capacités, lieux et publics cibles. afin de sécuriser et fluidifier le processus événements et formations.;Should;R2 - Déploiement élargi;5;À affiner;Les inscriptions sont limitées selon critères et capacité.;Standard
US-EVT-002;EVT-002;Événements et formations;Responsable événements;Permettre l’inscription des représentants du membre;En tant que responsable événements, je veux permettre l’inscription des représentants du membre. afin de sécuriser et fluidifier le processus événements et formations.;Should;R2 - Déploiement élargi;5;À affiner;Confirmation et QR individuel générés.;Standard
US-EVT-003;EVT-003;Événements et formations;Responsable événements;Gérer présence, certificat et satisfaction;En tant que responsable événements, je veux gérer présence, certificat et satisfaction. afin de sécuriser et fluidifier le processus événements et formations.;Could;R3 - Innovation;3;À affiner;La participation alimente l’indicateur d’engagement membre.;Standard
US-EVT-004;EVT-004;Événements et formations;Responsable événements;Publier actualités et documents ciblés;En tant que responsable événements, je veux publier actualités et documents ciblés. afin de sécuriser et fluidifier le processus événements et formations.;Should;R2 - Déploiement élargi;5;À affiner;Le contenu peut être public, réservé ou limité à un segment.;Standard
US-BI-001;BI-001;Décisionnel et reporting;Direction CNPM;Filtrer par période, exercice, membre, catégorie, secteur, groupement et canal;En tant que direction cnpm, je veux filtrer par période, exercice, membre, catégorie, secteur, groupement et canal. afin de sécuriser et fluidifier le processus décisionnel et reporting.;Must;R2 - Déploiement élargi;8;À affiner;Les filtres s’appliquent à tous les visuels cohérents.;Standard
US-BI-002;BI-002;Décisionnel et reporting;Direction CNPM;Naviguer du KPI agrégé jusqu’à la transaction autorisée;En tant que direction cnpm, je veux naviguer du KPI agrégé jusqu’à la transaction autorisée. afin de sécuriser et fluidifier le processus décisionnel et reporting.;Must;R2 - Déploiement élargi;8;À affiner;Le drill-down respecte les habilitations et masque les données sensibles.;Standard
US-BI-003;BI-003;Décisionnel et reporting;Direction CNPM;Exporter en Excel, PDF et CSV avec horodatage;En tant que direction cnpm, je veux exporter en Excel, PDF et CSV avec horodatage. afin de sécuriser et fluidifier le processus décisionnel et reporting.;Must;R2 - Déploiement élargi;8;À affiner;L’export conserve filtres, auteur et date.;Standard
US-BI-004;BI-004;Décisionnel et reporting;Direction CNPM;Programmer l’envoi de rapports aux destinataires autorisés;En tant que direction cnpm, je veux programmer l’envoi de rapports aux destinataires autorisés. afin de sécuriser et fluidifier le processus décisionnel et reporting.;Should;R2 - Déploiement élargi;5;À affiner;Fréquence, format, filtre et durée de validité configurables.;Standard
US-BI-005;BI-005;Décisionnel et reporting;Direction CNPM;Définir objectifs et seuils d’alerte;En tant que direction cnpm, je veux définir objectifs et seuils d’alerte. afin de sécuriser et fluidifier le processus décisionnel et reporting.;Must;R2 - Déploiement élargi;8;À affiner;Les alertes montrent écart, cause probable et lien vers détail.;Standard
US-BI-006;BI-006;Décisionnel et reporting;Direction CNPM;Afficher tendances, comparaisons N/N-1 et prévisions;En tant que direction cnpm, je veux afficher tendances, comparaisons N/N-1 et prévisions. afin de sécuriser et fluidifier le processus décisionnel et reporting.;Should;R2 - Déploiement élargi;5;À affiner;Les méthodes de prévision et marges d’incertitude sont documentées.;Standard
US-BI-007;BI-007;Décisionnel et reporting;Direction CNPM;Maintenir un dictionnaire des KPI;En tant que direction cnpm, je veux maintenir un dictionnaire des KPI. afin de sécuriser et fluidifier le processus décisionnel et reporting.;Must;R2 - Déploiement élargi;8;À affiner;Définition, formule, source, fréquence et propriétaire accessibles.;Standard
US-BI-008;BI-008;Décisionnel et reporting;Direction CNPM;Permettre des tableaux de bord personnalisés par rôle;En tant que direction cnpm, je veux permettre des tableaux de bord personnalisés par rôle. afin de sécuriser et fluidifier le processus décisionnel et reporting.;Could;R3 - Innovation;3;À affiner;L’utilisateur peut enregistrer sa vue sans modifier la vue institutionnelle.;Standard
US-SEC-001;SEC-001;Sécurité et identité;Administrateur sécurité;Imposer 2FA aux administrateurs, financiers et comptes sensibles;En tant que administrateur sécurité, je veux imposer 2FA aux administrateurs, financiers et comptes sensibles. afin de sécuriser et fluidifier le processus sécurité et identité.;Must;R1 - PoC / socle;8;À affiner;"TOTP, application d’authentification ou OTP; SMS en secours contrôlé.";Élevé
US-SEC-002;SEC-002;Sécurité et identité;Administrateur sécurité;Appliquer une authentification adaptative selon risque;En tant que administrateur sécurité, je veux appliquer une authentification adaptative selon risque. afin de sécuriser et fluidifier le processus sécurité et identité.;Should;R2 - Déploiement élargi;5;À affiner;Nouvel appareil, pays inhabituel ou action sensible déclenche une étape supplémentaire.;Élevé
US-SEC-003;SEC-003;Sécurité et identité;Administrateur sécurité;Gérer politique de mot de passe, verrouillage et récupération sécurisée;En tant que administrateur sécurité, je veux gérer politique de mot de passe, verrouillage et récupération sécurisée. afin de sécuriser et fluidifier le processus sécurité et identité.;Must;R1 - PoC / socle;8;À affiner;La récupération ne révèle pas l’existence d’un compte.;Élevé
US-SEC-004;SEC-004;Sécurité et identité;Administrateur sécurité;Révoquer sessions et appareils depuis le profil;En tant que administrateur sécurité, je veux révoquer sessions et appareils depuis le profil. afin de sécuriser et fluidifier le processus sécurité et identité.;Should;R2 - Déploiement élargi;5;À affiner;L’utilisateur voit les sessions actives et peut les fermer.;Élevé
US-SEC-005;SEC-005;Sécurité et identité;Administrateur sécurité;Supporter SSO/OIDC pour les agents CNPM;En tant que administrateur sécurité, je veux supporter SSO/OIDC pour les agents CNPM. afin de sécuriser et fluidifier le processus sécurité et identité.;Should;R2 - Déploiement élargi;5;À affiner;Intégration à un fournisseur d’identité possible sans refonte.;Élevé
US-AUD-001;AUD-001;Audit et conformité;Auditeur habilité;Journaliser connexions, consultations sensibles, créations, modifications, validations et exports;En tant que auditeur habilité, je veux journaliser connexions, consultations sensibles, créations, modifications, validations et exports. afin de sécuriser et fluidifier le processus audit et conformité.;Must;R1 - PoC / socle;8;À affiner;Événement, auteur, horodatage, objet, avant/après, IP/appareil et résultat.;Élevé
US-AUD-002;AUD-002;Audit et conformité;Auditeur habilité;Rendre les journaux inaltérables et consultables par l’auditeur;En tant que auditeur habilité, je veux rendre les journaux inaltérables et consultables par l’auditeur. afin de sécuriser et fluidifier le processus audit et conformité.;Must;R1 - PoC / socle;8;À affiner;Les utilisateurs opérationnels ne peuvent ni modifier ni supprimer.;Élevé
US-AUD-003;AUD-003;Audit et conformité;Auditeur habilité;Rechercher et exporter les événements pour une période;En tant que auditeur habilité, je veux rechercher et exporter les événements pour une période. afin de sécuriser et fluidifier le processus audit et conformité.;Must;R1 - PoC / socle;8;À affiner;Export signé/horodaté avec filtres et motif d’accès.;Élevé
US-AUD-004;AUD-004;Audit et conformité;Auditeur habilité;Déclencher alertes sur événements critiques;En tant que auditeur habilité, je veux déclencher alertes sur événements critiques. afin de sécuriser et fluidifier le processus audit et conformité.;Must;R1 - PoC / socle;8;À affiner;Exemples : compte privilégié, changement bancaire, export massif, échecs répétés.;Élevé
US-AUD-005;AUD-005;Audit et conformité;Auditeur habilité;Définir la durée de conservation par type de journal;En tant que auditeur habilité, je veux définir la durée de conservation par type de journal. afin de sécuriser et fluidifier le processus audit et conformité.;Should;R2 - Déploiement élargi;5;À affiner;La politique est paramétrable et conforme aux obligations applicables.;Élevé
US-INT-001;INT-001;Intégrations et interopérabilité;Système partenaire;Prévoir un identifiant de correspondance externe par entreprise;En tant que système partenaire, je veux prévoir un identifiant de correspondance externe par entreprise. afin de sécuriser et fluidifier le processus intégrations et interopérabilité.;Must;R1 - PoC / socle;8;À affiner;Plusieurs identifiants externes peuvent être liés sans remplacer l’ID CNPM.;Élevé
US-INT-002;INT-002;Intégrations et interopérabilité;Système partenaire;Versionner les API et contrats d’échange;En tant que système partenaire, je veux versionner les API et contrats d’échange. afin de sécuriser et fluidifier le processus intégrations et interopérabilité.;Must;R1 - PoC / socle;8;À affiner;Une nouvelle version n’interrompt pas les consommateurs existants.;Élevé
US-INT-003;INT-003;Intégrations et interopérabilité;Système partenaire;Gérer consentement et base légale avant tout échange;En tant que système partenaire, je veux gérer consentement et base légale avant tout échange. afin de sécuriser et fluidifier le processus intégrations et interopérabilité.;Must;R1 - PoC / socle;8;À affiner;Chaque flux est documenté et autorisé.;Élevé
US-INT-004;INT-004;Intégrations et interopérabilité;Système partenaire;Tracer l’origine, la date et la qualité de chaque donnée importée;En tant que système partenaire, je veux tracer l’origine, la date et la qualité de chaque donnée importée. afin de sécuriser et fluidifier le processus intégrations et interopérabilité.;Must;R1 - PoC / socle;8;À affiner;La provenance reste visible et auditable.;Élevé
US-INT-005;INT-005;Intégrations et interopérabilité;Système partenaire;Résoudre les conflits de données selon règles de confiance;En tant que système partenaire, je veux résoudre les conflits de données selon règles de confiance. afin de sécuriser et fluidifier le processus intégrations et interopérabilité.;Should;R2 - Déploiement élargi;5;À affiner;Aucune donnée CNPM validée n’est écrasée silencieusement.;Élevé
US-INT-006;INT-006;Intégrations et interopérabilité;Système partenaire;Tester l’intégration dans un environnement sandbox;En tant que système partenaire, je veux tester l’intégration dans un environnement sandbox. afin de sécuriser et fluidifier le processus intégrations et interopérabilité.;Should;R2 - Déploiement élargi;5;À affiner;Jeux de données fictifs, clés distinctes et journal de tests.;Élevé
US-DB-001;DB-001;PostgreSQL et données;Administrateur PostgreSQL;Utiliser PostgreSQL comme seul SGBD relationnel de production;En tant que administrateur postgresql, je veux utiliser PostgreSQL comme seul SGBD relationnel de production. afin de sécuriser et fluidifier le processus postgresql et données.;Must;R1 - PoC / socle;8;À affiner;"Les bases métier, Keycloak, Flowable et métadonnées BI utilisent PostgreSQL; H2 est limité aux tests locaux.";Élevé
US-DB-002;DB-002;PostgreSQL et données;Administrateur PostgreSQL;Maintenir PostgreSQL sur une version officiellement supportée et le dernier correctif mineur validé;En tant que administrateur postgresql, je veux maintenir PostgreSQL sur une version officiellement supportée et le dernier correctif mineur validé. afin de sécuriser et fluidifier le processus postgresql et données.;Must;R1 - PoC / socle;8;À affiner;La matrice de versions indique date d'installation, patch, fin de support et plan de montée de version.;Élevé
US-DB-003;DB-003;PostgreSQL et données;Administrateur PostgreSQL;Séparer les domaines par schémas et propriétaires techniques distincts;En tant que administrateur postgresql, je veux séparer les domaines par schémas et propriétaires techniques distincts. afin de sécuriser et fluidifier le processus postgresql et données.;Must;R1 - PoC / socle;8;À affiner;Exemples : member, contribution, payment, recovery, service, governance, integration, audit, reporting.;Élevé
US-DB-004;DB-004;PostgreSQL et données;Administrateur PostgreSQL;Employer des clés techniques UUID et des numéros métiers lisibles séparés;En tant que administrateur postgresql, je veux employer des clés techniques UUID et des numéros métiers lisibles séparés. afin de sécuriser et fluidifier le processus postgresql et données.;Must;R1 - PoC / socle;8;À affiner;Un changement de numéro métier ne modifie jamais la clé ni les relations.;Élevé
US-DB-005;DB-005;PostgreSQL et données;Administrateur PostgreSQL;Stocker les montants en NUMERIC avec code devise et règles d'arrondi explicites;En tant que administrateur postgresql, je veux stocker les montants en NUMERIC avec code devise et règles d'arrondi explicites. afin de sécuriser et fluidifier le processus postgresql et données.;Must;R1 - PoC / socle;8;À affiner;Aucun type flottant n'est utilisé pour une cotisation, prime, commission, frais ou solde.;Élevé
US-DB-006;DB-006;PostgreSQL et données;Administrateur PostgreSQL;Stocker les horodatages en TIMESTAMPTZ et afficher selon Africa/Bamako;En tant que administrateur postgresql, je veux stocker les horodatages en TIMESTAMPTZ et afficher selon Africa/Bamako. afin de sécuriser et fluidifier le processus postgresql et données.;Must;R1 - PoC / socle;8;À affiner;L'instant UTC, le fuseau d'affichage et la date métier restent non ambigus.;Élevé
US-DB-007;DB-007;PostgreSQL et données;Administrateur PostgreSQL;Imposer clés étrangères, unicité, CHECK et transactions sur les invariants métier;En tant que administrateur postgresql, je veux imposer clés étrangères, unicité, CHECK et transactions sur les invariants métier. afin de sécuriser et fluidifier le processus postgresql et données.;Must;R1 - PoC / socle;8;À affiner;Les incohérences critiques sont rejetées même si elles proviennent d'un import ou d'une API.;Élevé
US-DB-008;DB-008;PostgreSQL et données;Administrateur PostgreSQL;Rendre les écritures financières validées append-only;En tant que administrateur postgresql, je veux rendre les écritures financières validées append-only. afin de sécuriser et fluidifier le processus postgresql et données.;Must;R1 - PoC / socle;8;À affiner;"Aucune suppression physique; annulation et correction par écritures compensatrices liées.";Élevé
US-DB-009;DB-009;PostgreSQL et données;Administrateur PostgreSQL;Garantir l'idempotence par contraintes uniques et clés de déduplication;En tant que administrateur postgresql, je veux garantir l'idempotence par contraintes uniques et clés de déduplication. afin de sécuriser et fluidifier le processus postgresql et données.;Must;R1 - PoC / socle;8;À affiner;Une transaction externe, un webhook ou un lot rejoué ne peut être comptabilisé deux fois.;Élevé
US-DB-010;DB-010;PostgreSQL et données;Administrateur PostgreSQL;Limiter JSONB aux métadonnées extensibles non critiques;En tant que administrateur postgresql, je veux limiter JSONB aux métadonnées extensibles non critiques. afin de sécuriser et fluidifier le processus postgresql et données.;Must;R1 - PoC / socle;8;À affiner;Les champs de recherche, calcul, contrôle ou reporting sont modélisés en colonnes typées.;Élevé
US-DB-011;DB-011;PostgreSQL et données;Administrateur PostgreSQL;Indexer et partitionner selon des mesures réelles;En tant que administrateur postgresql, je veux indexer et partitionner selon des mesures réelles. afin de sécuriser et fluidifier le processus postgresql et données.;Should;R2 - Déploiement élargi;5;À affiner;"B-tree par défaut; GIN/pg_trgm pour recherche; partitionnement des audits, événements et notifications si nécessaire.";Élevé
US-DB-012;DB-012;PostgreSQL et données;Administrateur PostgreSQL;Appliquer les migrations par Flyway dans la CI/CD;En tant que administrateur postgresql, je veux appliquer les migrations par Flyway dans la CI/CD. afin de sécuriser et fluidifier le processus postgresql et données.;Must;R1 - PoC / socle;8;À affiner;Scripts versionnés, revus, testés sur copie représentative et compatibles avec un déploiement progressif.;Élevé
US-DB-013;DB-013;PostgreSQL et données;Administrateur PostgreSQL;Mettre en place sauvegardes chiffrées, archivage WAL et PITR;En tant que administrateur postgresql, je veux mettre en place sauvegardes chiffrées, archivage WAL et PITR. afin de sécuriser et fluidifier le processus postgresql et données.;Must;R1 - PoC / socle;8;À affiner;RPO 15 min et RTO 4 h démontrés par un test de restauration documenté.;Élevé
US-DB-014;DB-014;PostgreSQL et données;Administrateur PostgreSQL;Prévoir haute disponibilité et lecture décisionnelle séparée;En tant que administrateur postgresql, je veux prévoir haute disponibilité et lecture décisionnelle séparée. afin de sécuriser et fluidifier le processus postgresql et données.;Must;R1 - PoC / socle;8;À affiner;"Standby répliqué et bascule testée; BI sur réplique ou vues dédiées, jamais par requêtes lourdes sur le primaire.";Élevé
US-DB-015;DB-015;PostgreSQL et données;Administrateur PostgreSQL;Superviser capacité, verrous, réplication, vacuum et requêtes lentes;En tant que administrateur postgresql, je veux superviser capacité, verrous, réplication, vacuum et requêtes lentes. afin de sécuriser et fluidifier le processus postgresql et données.;Must;R1 - PoC / socle;8;À affiner;Alertes, pg_stat_statements, seuils et runbooks d'intervention disponibles.;Élevé
US-DB-016;DB-016;PostgreSQL et données;Administrateur PostgreSQL;Assurer la réversibilité PostgreSQL complète;En tant que administrateur postgresql, je veux assurer la réversibilité PostgreSQL complète. afin de sécuriser et fluidifier le processus postgresql et données.;Must;R1 - PoC / socle;8;À affiner;Exports SQL et formats ouverts, schéma, dictionnaire, migrations, pièces et contrôles d’intégrité sont remis au CNPM.;Élevé
US-TEC-001;TEC-001;Architecture technique et exploitation;Équipe exploitation;Démontrer que PostgreSQL est l'unique source de vérité relationnelle;En tant que équipe exploitation, je veux démontrer que PostgreSQL est l'unique source de vérité relationnelle. afin de sécuriser et fluidifier le processus architecture technique et exploitation.;Must;R1 - PoC / socle;8;À affiner;Inventaire des stockages et test de reprise prouvent qu'aucune donnée métier ne dépend uniquement d'un cache ou broker.;Standard
US-TEC-002;TEC-002;Architecture technique et exploitation;Équipe exploitation;Fournir la matrice complète des versions, licences, CVE et fins de support;En tant que équipe exploitation, je veux fournir la matrice complète des versions, licences, CVE et fins de support. afin de sécuriser et fluidifier le processus architecture technique et exploitation.;Must;R1 - PoC / socle;8;À affiner;Aucun composant en fin de vie ou sans correctif de sécurité dans la version candidate.;Standard
US-TEC-003;TEC-003;Architecture technique et exploitation;Équipe exploitation;Interdire tout accès direct des applications clientes à PostgreSQL;En tant que équipe exploitation, je veux interdire tout accès direct des applications clientes à PostgreSQL. afin de sécuriser et fluidifier le processus architecture technique et exploitation.;Must;R1 - PoC / socle;8;À affiner;Web et mobile passent exclusivement par les API authentifiées et autorisées.;Standard
US-TEC-004;TEC-004;Architecture technique et exploitation;Équipe exploitation;Reproduire un environnement depuis le code et les artefacts versionnés;En tant que équipe exploitation, je veux reproduire un environnement depuis le code et les artefacts versionnés. afin de sécuriser et fluidifier le processus architecture technique et exploitation.;Must;R1 - PoC / socle;8;À affiner;Installation automatisée sur environnement vierge avec résultat documenté.;Standard
US-TEC-005;TEC-005;Architecture technique et exploitation;Équipe exploitation;Démontrer SSO, 2FA et séparation des rôles;En tant que équipe exploitation, je veux démontrer SSO, 2FA et séparation des rôles. afin de sécuriser et fluidifier le processus architecture technique et exploitation.;Must;R1 - PoC / socle;8;À affiner;Scénarios positifs/négatifs pour administrateur, finance, agent, auditeur et membre.;Standard
US-TEC-006;TEC-006;Architecture technique et exploitation;Équipe exploitation;Restaurer PostgreSQL à un instant choisi;En tant que équipe exploitation, je veux restaurer PostgreSQL à un instant choisi. afin de sécuriser et fluidifier le processus architecture technique et exploitation.;Must;R1 - PoC / socle;8;À affiner;RPO/RTO mesurés, contrôles fonctionnels et rapprochement financier après restauration.;Standard
US-TEC-007;TEC-007;Architecture technique et exploitation;Équipe exploitation;Tester la bascule d'un nœud applicatif et de la base;En tant que équipe exploitation, je veux tester la bascule d'un nœud applicatif et de la base. afin de sécuriser et fluidifier le processus architecture technique et exploitation.;Must;R1 - PoC / socle;8;À affiner;"Aucune perte de transaction confirmée; reprise dans le SLA approuvé.";Standard
US-TEC-008;TEC-008;Architecture technique et exploitation;Équipe exploitation;Valider les performances et la faible connectivité;En tant que équipe exploitation, je veux valider les performances et la faible connectivité. afin de sécuriser et fluidifier le processus architecture technique et exploitation.;Must;R1 - PoC / socle;8;À affiner;Les seuils de la section 17.4 sont atteints sur un jeu de données et une charge représentatifs.;Standard
US-TEC-009;TEC-009;Architecture technique et exploitation;Équipe exploitation;Prouver l'idempotence des paiements et webhooks;En tant que équipe exploitation, je veux prouver l'idempotence des paiements et webhooks. afin de sécuriser et fluidifier le processus architecture technique et exploitation.;Must;R1 - PoC / socle;8;À affiner;Le même message rejoué plusieurs fois produit un seul effet financier.;Standard
US-TEC-010;TEC-010;Architecture technique et exploitation;Équipe exploitation;Corréler logs, métriques et traces;En tant que équipe exploitation, je veux corréler logs, métriques et traces. afin de sécuriser et fluidifier le processus architecture technique et exploitation.;Should;R2 - Déploiement élargi;5;À affiner;Une transaction de test est suivie de l'interface jusqu'à PostgreSQL et aux intégrations par correlation_id.;Standard
US-TEC-011;TEC-011;Architecture technique et exploitation;Équipe exploitation;Appliquer les portes de sécurité CI/CD;En tant que équipe exploitation, je veux appliquer les portes de sécurité CI/CD. afin de sécuriser et fluidifier le processus architecture technique et exploitation.;Must;R1 - PoC / socle;8;À affiner;Un secret de test, une vulnérabilité critique et un test échoué bloquent effectivement la promotion.;Standard
US-TEC-012;TEC-012;Architecture technique et exploitation;Équipe exploitation;Exécuter un exercice de réversibilité;En tant que équipe exploitation, je veux exécuter un exercice de réversibilité. afin de sécuriser et fluidifier le processus architecture technique et exploitation.;Must;R1 - PoC / socle;8;À affiner;Code, images, configuration, schéma, migrations, données et pièces sont exportés puis réinstallés sous contrôle CNPM.;Standard
